family	genus	species	merged_genus_species	number_chromosomes	min_k	reference	ncbi_taxon_code	name	preferred_name_at_ncbi	taxid
Pieridae	Eurema	andersoni godana	Eurema andersoni godana	29	29	Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133.	3	Eurema andersoni godana	NA	NA
Pieridae	Eurema	elathea platescens	Eurema elathea platescens	30	30	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Eurema elathea platescens	NA	NA
Pieridae	Eurema	esakii	Eurema esakii	30	30	Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133.	3	Eurema esakii	NA	NA
Pieridae	Eurema	laeta bethesba	Eurema laeta bethesba	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Eurema laeta bethesba	NA	NA
Pieridae	Eurema	phiale	Eurema phiale	31	31	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Eurema phiale	NA	NA
Pieridae	Eurema	reticulata	Eurema reticulata	31	31	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Eurema reticulata	NA	NA
Pieridae	Eurema	senegalensis	Eurema senegalensis	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Eurema senegalensis	NA	NA
Pieridae	Gonepteryx	amintha formosana	Gonepteryx amintha formosana	31	31	Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133.	3	Gonepteryx amintha formosana	NA	NA
Pieridae	Gonepteryx	mahaguru niponica	Gonepteryx mahaguru niponica	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Gonepteryx mahaguru niponica	NA	NA
Pieridae	Gonepteryx	rhamni maxima	Gonepteryx rhamni maxima	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Gonepteryx rhamni maxima	NA	NA
Pieridae	Hebomoia	glaucippe formosana	Hebomoia glaucippe formosana	17	17	Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133.	3	Hebomoia glaucippe formosana	NA	NA
Pieridae	Hebomoia	glaucippe shorizui	Hebomoia glaucippe shorizui	17	17	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hebomoia glaucippe shorizui	NA	NA
Pieridae	Hesperocharis	erota	Hesperocharis erota	16	16	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Hesperocharis erota	NA	NA
Pieridae	Hesperocharis	marchalii	Hesperocharis marchalii	15	15	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Hesperocharis marchalii	NA	NA
Pieridae	Leptophobia	philoma pastaza	Leptophobia philoma pastaza	26	26	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Leptophobia philoma pastaza	NA	NA
Pieridae	Leptophobia	tovaria	Leptophobia tovaria	26	26	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Leptophobia tovaria	NA	NA
Pieridae	Melete	leucanthe	Melete leucanthe	24	24	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Melete leucanthe	NA	NA
Pieridae	Melete	lycimnia paulista	Melete lycimnia paulista	23	23	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Melete lycimnia paulista	NA	NA
Pieridae	Pieriballia	viardi tithoreides	Pieriballia viardi tithoreides	26	26	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Pieriballia viardi tithoreides	NA	NA
Pieridae	Pieris	brassicae azoriensis	Pieris brassicae azoriensis	15	15	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pieris brassicae azoriensis	NA	NA
Pieridae	Pieris	brassicae nepalensis	Pieris brassicae nepalensis	15	15	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pieris brassicae nepalensis	NA	NA
Pieridae	Pieris	melete pseudonapi	Pieris melete pseudonapi	27	27	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pieris melete pseudonapi	NA	NA
Pieridae	Pontia	calyce	Pontia calyce	26	26	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pontia calyce	NA	NA
Pieridae	Pontia	daplidice moorei	Pontia daplidice moorei	26	26	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pontia daplidice moorei	NA	NA
Pieridae	Pseudopieris	viridula	Pseudopieris viridula	23	23	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Pseudopieris viridula	NA	NA
Pieridae	Pyrisitia	venusta	Pyrisitia venusta	30	30	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Pyrisitia venusta	NA	NA
Pieridae	Synchloe	callidice	Synchloe callidice	26	26	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Synchloe callidice	NA	NA
Pieridae	Synchloe	protodice	Synchloe protodice	26	26	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Synchloe protodice	NA	NA
Pieridae	Tatochila	mercedis arctodice	Tatochila mercedis arctodice	28	28	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Tatochila mercedis arctodice	NA	NA
Pieridae	Tatochila	sagittata	Tatochila sagittata	27	27	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Tatochila sagittata	NA	NA
Pieridae	Tatochila	stigmadice	Tatochila stigmadice	28	28	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Tatochila stigmadice	NA	NA
Plutellidae	Cerostoma	nemorellum	Cerostoma nemorellum	34	34	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Cerostoma nemorellum	NA	NA
Procridinae	Illiberis	rotundata	Illiberis rotundata	25	25	Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125.	3	Illiberis rotundata	NA	NA
Psychidae	Cryptothelia	crameri	Cryptothelia crameri	31	31	Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193.	3	Cryptothelia crameri	NA	NA
Psychidae	Fumea	casta	Fumea casta	30-31	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Fumea casta	NA	NA
Psychidae	Solenobia	atlanca	Solenobia atlanca	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Solenobia atlanca	NA	NA
Psychidae	Solenobia	clathrella	Solenobia clathrella	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Solenobia clathrella	NA	NA
Psychidae	Solenobia	fumosella	Solenobia fumosella	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Solenobia fumosella	NA	NA
Psychidae	Solenobia	generosensis	Solenobia generosensis	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Solenobia generosensis	NA	NA
Psychidae	Solenobia	goppensteinensis	Solenobia goppensteinensis	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Solenobia goppensteinensis	NA	NA
Psychidae	Solenobia	lichenella	Solenobia lichenella	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Solenobia lichenella	NA	NA
Psychidae	Solenobia	manni	Solenobia manni	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Solenobia manni	NA	NA
Psychidae	Solenobia	pineti	Solenobia pineti	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Solenobia pineti	NA	NA
Psychidae	Solenobia	rupicolella	Solenobia rupicolella	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Solenobia rupicolella	NA	NA
Psychidae	Solenobia	seileri	Solenobia seileri	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Solenobia seileri	NA	NA
Psychidae	Solenobia	siederi	Solenobia siederi	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Solenobia siederi	NA	NA
Psychidae	Solenobia	thomanni	Solenobia thomanni	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Solenobia thomanni	NA	NA
Psychidae	Solenobia	triquetrella	Solenobia triquetrella	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Solenobia triquetrella	NA	NA
Psychidae	Solenobia	triquetrella diploid	Solenobia triquetrella diploid	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Solenobia triquetrella diploid	NA	NA
Psychidae	Solenobia	triquetrella tetraploid	Solenobia triquetrella tetraploid	62	62	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Solenobia triquetrella tetraploid	NA	NA
Pyralidae	Chilotraea	infuscatellus	Chilotraea infuscatellus	29	29	Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149.	3	Chilotraea infuscatellus	NA	NA
Pyralidae	Chino	simplex	Chino simplex	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Chino simplex	NA	NA
Pyralidae	Crocidolomia	binotalis	Crocidolomia binotalis	31	31	Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149.	3	Crocidolomia binotalis	NA	NA
Pyralidae	Dichocrocis	nilusallis	Dichocrocis nilusallis	30	30	Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149.	3	Dichocrocis nilusallis	NA	NA
Pyralidae	Haritala	ruralis	Haritala ruralis	41	41	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Haritala ruralis	NA	NA
Pyralidae	Lamprosema	indicata	Lamprosema indicata	31	31	Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149.	3	Lamprosema indicata	NA	NA
Pyralidae	Margorina	indica	Margorina indica	31	31	Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149.	3	Margorina indica	NA	NA
Pyralidae	Nephopteryx	eugraphella	Nephopteryx eugraphella	31	31	Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193.	3	Nephopteryx eugraphella	NA	NA
Pyralidae	Nephopteryx	rhodobasalis	Nephopteryx rhodobasalis	31	31	Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193.	3	Nephopteryx rhodobasalis	NA	NA
Pyralidae	Palpita	laticostalis	Palpita laticostalis	31	31	Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193.	3	Palpita laticostalis	NA	NA
Pyralidae	Palpita	vertumnalis	Palpita vertumnalis	31	31	Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193.	3	Palpita vertumnalis	NA	NA
Pyralidae	Perinephala	coronata	Perinephala coronata	10	10	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Perinephala coronata	NA	NA
Pyralidae	Psara	stultalis	Psara stultalis	31	31	Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193.	3	Psara stultalis	NA	NA
Pyralidae	Pulicalvaria	piceaclla	Pulicalvaria piceaclla	30	30	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	3	Pulicalvaria piceaclla	NA	NA
Pyralidae	Sylepta	ruralis	Sylepta ruralis	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Sylepta ruralis	NA	NA
Pyralidae	Tetralopha	asperatella	Tetralopha asperatella	27	27	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	3	Tetralopha asperatella	NA	NA
Pyralidae	Tetralopha	expandens	Tetralopha expandens	25	25	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	3	Tetralopha expandens	NA	NA
Riodinidae	Abisara	burnii etymander	Abisara burnii etymander	30	30	Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133.	3	Abisara burnii etymander	NA	NA
Riodinidae	Adelotypa	huebneri	Adelotypa huebneri	20	20	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Adelotypa huebneri	NA	NA
Riodinidae	Adelotypa	leucophaea	Adelotypa leucophaea	30	30	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Adelotypa leucophaea	NA	NA
Riodinidae	Alesa	prema	Alesa prema	21	21	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Alesa prema	NA	NA
Riodinidae	Ancyluris	aulestes pandama	Ancyluris aulestes pandama	27	27	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Ancyluris aulestes pandama	NA	NA
Riodinidae	Ancyluris	meliboeus	Ancyluris meliboeus	27	27	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Ancyluris meliboeus	NA	NA
Riodinidae	Barbicornis	basilis mona	Barbicornis basilis mona	30	30	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Barbicornis basilis mona	NA	NA
Riodinidae	Calephelis	candiope	Calephelis candiope	23	23	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Calephelis candiope	NA	NA
Riodinidae	Calephelis	nilus	Calephelis nilus	10	10	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Calephelis nilus	NA	NA
Riodinidae	Calospila	lucianus ssp.	Calospila lucianus ssp.	30	30	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Calospila lucianus ssp.	NA	NA
Riodinidae	Calydna	lusca	Calydna lusca	40	40	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Calydna lusca	NA	NA
Riodinidae	Cremna	cuyabaensis	Cremna cuyabaensis	43	43	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Cremna cuyabaensis	NA	NA
Riodinidae	Detritivora	zama	Detritivora zama	20	20	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Detritivora zama	NA	NA
Riodinidae	Emesis	lucinda lucinda	Emesis lucinda lucinda	29	29	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Emesis lucinda lucinda	NA	NA
Riodinidae	Eucorna	sanarita	Eucorna sanarita	13	13	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Eucorna sanarita	NA	NA
Riodinidae	Eurybia	franciscana	Eurybia franciscana	17	17	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Eurybia franciscana	NA	NA
Riodinidae	Eurybia	halimede passercula	Eurybia halimede passercula	29	29	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Eurybia halimede passercula	NA	NA
Riodinidae	Eurybia	misellivestis	Eurybia misellivestis	13	13	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Eurybia misellivestis	NA	NA
Riodinidae	Eurybia	molochina hyacinthina	Eurybia molochina hyacinthina	30	30	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Eurybia molochina hyacinthina	NA	NA
Riodinidae	Euselasia	cafusa	Euselasia cafusa	28	28	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Euselasia cafusa	NA	NA
Riodinidae	Euselasia	clesa	Euselasia clesa	29	29	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Euselasia clesa	NA	NA
Riodinidae	Euselasia	fervida	Euselasia fervida	29	29	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Euselasia fervida	NA	NA
Riodinidae	Euselasia	gelanor	Euselasia gelanor	28	28	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Euselasia gelanor	NA	NA
Riodinidae	Euselasia	melaphaea	Euselasia melaphaea	12	12	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Euselasia melaphaea	NA	NA
Riodinidae	Euselasia	mys cytis	Euselasia mys cytis	28	28	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Euselasia mys cytis	NA	NA
Riodinidae	Euselasia	praeclara	Euselasia praeclara	29	29	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Euselasia praeclara	NA	NA
Riodinidae	Euselasia	utica	Euselasia utica	17	17	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Euselasia utica	NA	NA
Riodinidae	Imelda	mycea glaucosmia	Imelda mycea glaucosmia	21	21	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Imelda mycea glaucosmia	NA	NA
Riodinidae	Juditha	azan	Juditha azan	31	31	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Juditha azan	NA	NA
Riodinidae	Juditha	azan majorana	Juditha azan majorana	13	13	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Juditha azan majorana	NA	NA
Riodinidae	Libythea	bachmanii	Libythea bachmanii	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Libythea bachmanii	NA	NA
Riodinidae	Melanis	aegates aegates	Melanis aegates aegates	16	16	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Melanis aegates aegates	NA	NA
Riodinidae	Melanis	electron electron	Melanis electron electron	19-21	19	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Melanis electron electron	NA	NA
Riodinidae	Melanis	marathon	Melanis marathon	34	34	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Melanis marathon	NA	NA
Riodinidae	Melanis	xenia ambryllis	Melanis xenia ambryllis	31	31	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Melanis xenia ambryllis	NA	NA
Riodinidae	Menander	menander nitida	Menander menander nitida	29	29	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Menander menander nitida	NA	NA
Riodinidae	Mesene	monostigma	Mesene monostigma	24	24	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Mesene monostigma	NA	NA
Riodinidae	Mesosemia	bella	Mesosemia bella	21-23	21	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Mesosemia bella	NA	NA
Riodinidae	Mesosemia	melpia	Mesosemia melpia	20	20	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Mesosemia melpia	NA	NA
Riodinidae	Mesosemia	melpia vaporosa	Mesosemia melpia vaporosa	46	46	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Mesosemia melpia vaporosa	NA	NA
Riodinidae	Mesosemia	metope	Mesosemia metope	26	26	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Mesosemia metope	NA	NA
Riodinidae	Mesosemia	metuana	Mesosemia metuana	26	26	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Mesosemia metuana	NA	NA
Riodinidae	Mesosemia	mevania mimallonis	Mesosemia mevania mimallonis	43-45	43	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Mesosemia mevania mimallonis	NA	NA
Riodinidae	Napaea	orpheus	Napaea orpheus	26	26	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Napaea orpheus	NA	NA
Riodinidae	Nymphidium	cahcrus	Nymphidium cahcrus	21	21	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Nymphidium cahcrus	NA	NA
Riodinidae	Nymphidium	molpe	Nymphidium molpe	31	31	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Nymphidium molpe	NA	NA
Riodinidae	Panara	jarbas	Panara jarbas	15-16	15	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Panara jarbas	NA	NA
Riodinidae	Panara	ovifera	Panara ovifera	26	26	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Panara ovifera	NA	NA
Riodinidae	Phaenochitonia	rufilinea	Phaenochitonia rufilinea	10	10	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Phaenochitonia rufilinea	NA	NA
