"Phylum","Class","Order","Family","Genus","Species","2N","N","Reference"
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica circulata","19,20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica cortezi","19,20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica flaviventris","19,20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica graminea","19,20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica limitata_15_punctata","19","10","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica longicornis_barberi","19","10","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica longicornis_nigricornis__undesc","20","10","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica marginata","20,19","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica margita","19","10","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica ochreata","19,20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica octoplagiata","19,20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica rufolimabata","19","10","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica rufolimbata","20,19","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica scutella","19","10","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica soror","19,20","9,10,11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica trifasciata","19,20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica undecimpunctata_duodecimnotata","19","10","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica undecimpunctata_howardi","19","10","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica undecimpunctata_tenella","19","10","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica virgifera_zeae","19","10","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica viridula_rufobasis","19","10","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica vittata","21,22","10,11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diapromorpha","Diapromorpha melanopus","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diapromorpha","Diapromorpha pallens","24","12","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diapromorpha","Diapromorpha quadripunctata","22,23","11,12","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diapromorpha","Diapromorpha turcica","22,23","11,12","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Dibolia","Dibolia penstemonis","32","16","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Dicladispa","Dicladispa occator","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diorhabda","Diorhabda lusca","40","20","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diphaulaca","Diphaulaca arguta","30","15","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Disonycha","Disonycha alterta","50","25","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Disonycha","Disonycha bicarinata","63,65","32,33","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Disonycha","Disonycha bicarita","63,65","32,33","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175.;Vidal (1984)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Disonycha","Disonycha brevilineata","34","17","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Disonycha","Disonycha glabrata","35","18","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Disonycha","Disonycha laevigata","44,46","22,23","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Disonycha","Disonycha nigrita","34","17","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Disonycha","Disonycha spilotrachela","29","15","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Docia","Docia andalusica","30","15","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Docia","Docia bicolor","30","15","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Docia","Docia biimpressa","30","15","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Docia","Docia clavipes","30","15","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Docia","Docia hirticollis","28","14","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Docia","Docia subtilis","28","14","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Docia","Docia vulgaris","30","15","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Donacia","Donacia andalusiaca","30","15","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Doryphora","Doryphora clivicolis","","17","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Doryphora","Doryphora quadrisignata","12","6","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Doryphora","Doryphora quadrisigta","12","6","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Entomoscelis","Entomoscelis sacra","26","13","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Episticti","Episticti viridimaculata","18","9","De Julio, Ferndes, Costa, Almeida, and Cella (2010)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Epistictina","Epistictina viridimaculata","18","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Estignema","Estignema chinensis","18","9","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Eumolpus","Eumolpus surimensis","22","11","Vidal (1984)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Eumolpus","Eumolpus surinamensis","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Eurypedus","Eurypedus thoni","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Vidal (1984)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Exema","Exema cadensis","18","9","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
