Species_name_Stace4,#BSBI_name,Family_number,Family,Vernacular,Distribution_number_hectads,Distribution_UK,Ploidy_inferred,"Chromosome_numbers","Chromosome_numbers (Stace index, counts made on non-BI material) [other sources]",Frieda cytology notes,Annual_perennial,GS_1C_pg_min,GS_1C_pg_max,GS_counts,GB status,UoE_prioritisation,Earlham_prioritisation,RBGE_prioritization,York_prioritisation,UoCam comments,Kew priorities,RBGE,Kew living collection,Kew living collection status,MSB,Wytham,Other collection,Easy_availability_living_cols_or_ubiquitous,Species_name_Stace4,Family_number,Family,YEAR 1,YEAR 2,Notes,Buxton PRIORITY
Galium constrictum,Galium constrictum,110,Rubiaceae,Slender Marsh-bedstraw,18,Very rare,2,24,,,P,,,,native,,,,,,,,,,,,,,Galium constrictum,110,Rubiaceae,,,,
Galium odoratum,Galium odoratum,110,Rubiaceae,Woodruff,2221,Ubiquitous,4,44,,,P,0.659798423,0.659798423,1,native,,,,,,,Y,Y,Unrestricted--,FOR DISTRIBUTION-NV,Y,,Y,Galium odoratum,110,Rubiaceae,,,,
Galium palustre,Galium palustre,110,Rubiaceae,Marsh-bedstraw,3589,Ubiquitous,"2, 4","24, 48, 96","96, 144",,P,0.593909887,2.505,3,native,,,,,,,,,,FOR DISTRIBUTION-NV,Y,,,Galium palustre,110,Rubiaceae,,,,
Galium parisiense,Galium parisiense,110,Rubiaceae,Wall Bedstraw,73,Rare,,,"22, 44, 66",,A,,,,native or alien,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Galium parisiense,110,Rubiaceae,,,,
Galium pumilum,Galium pumilum,110,Rubiaceae,Slender Bedstraw,67,Rare,,88,,,P,1.725,1.725,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,Y,,,Galium pumilum,110,Rubiaceae,,,,
Galium saxatile,Galium saxatile,110,Rubiaceae,Heath Bedstraw,3294,Ubiquitous,4,44,,,P,1.294360304,1.294360304,1,native,,,,,,,,Y,Unrestricted--,FOR DISTRIBUTION-NV,,,Y,Galium saxatile,110,Rubiaceae,,,,
Galium sterneri,Galium sterneri,110,Rubiaceae,Limestone Bedstraw,307,Common,"4, 2, 4, 4 (-1), 4 (-2), 3 (-1), 3, 5","44, 22, 44, 43, 42, 32, 33, 55",,,P,1,1,1,native,,,,,,,,Y,Unrestricted-Natural Source-Great Britain,FOR DISTRIBUTION-NV,,,Y,Galium sterneri,110,Rubiaceae,,,,
Galium tricornutum,Galium tricornutum,110,Rubiaceae,Corn Cleavers,349,Common,,,44,,A,,,,archaeophyte,,,,,,,,,,MANAGEMENT DECISION-NV,Y,,Y,Galium tricornutum,110,Rubiaceae,,,,
Galium uliginosum,Galium uliginosum,110,Rubiaceae,Fen Bedstraw,1540,Abundant,"2, 8","22, 88",,,P,0.538723594,0.538723594,1,native,,,,,,,,Y,Restricted by Agreement-Natural Source-Great Britain,MANAGEMENT DECISION-NV,Y,,Y,Galium uliginosum,110,Rubiaceae,,,,
Galium verum,Galium verum,110,Rubiaceae,Lady's Bedstraw,3266,Ubiquitous,4,44,,,P,0.726647874,1.887,2,native,,,,,,,Y,Y,Unrestricted--;Restricted by Agreement-Natural Source-Kirgizstan;Unrestricted-Natural Source-Great Britain,FOR DISTRIBUTION-NV,Y,,Y,Galium verum,110,Rubiaceae,,,,
Rubia peregrina,Rubia peregrina,110,Rubiaceae,Wild Madder,327,Common,,,"22, 44, 66, 88, c.110, c.132",,P,,,,native,,,,,,,,Y,Unrestricted-Natural Source-Great Britain,FOR DISTRIBUTION-NV,,,Y,Rubia peregrina,110,Rubiaceae,,,,
Sherardia arvensis,Sherardia arvensis,110,Rubiaceae,Field Madder,2048,Ubiquitous,,22,,,A,0.62,0.62,1,native,,,,,,,,Y,Restricted-Natural Source-Great Britain;Unrestricted-Natural Source-Great Britain,MANAGEMENT DECISION-NV,Y,,Y,Sherardia arvensis,110,Rubiaceae,1,,,
Blackstonia perfoliata,Blackstonia perfoliata,111,Gentianaceae,Yellow-wort,1000,Abundant,"10, 11","40, 44",,,A,1.5,1.5,1,native,,,,,,,,Y,Restricted--Great Britain,FOR DISTRIBUTION-VV,,,Y,Blackstonia perfoliata,111,Gentianaceae,,,,
Centaurium erythraea,Centaurium erythraea,111,Gentianaceae,Common Centaury,2192,Ubiquitous,4,40,,,B,0.949830678,0.949830678,1,native,,,,,,,Y,,,FOR DISTRIBUTION-NV,Y,,Y,Centaurium erythraea,111,Gentianaceae,,1,,
Centaurium littorale,Centaurium littorale,111,Gentianaceae,Seaside Centaury,117,Infrequent,"4, 4, 6 (-4), 4 (-2)","40, 40, 56, 38",,,B,1.175,1.175,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Centaurium littorale,111,Gentianaceae,,,,
Centaurium portense,Centaurium scilloides,111,Gentianaceae,Perennial Centaury,#N/A,,,20,,,,,,,native,,,,,,,,,,,,,,Centaurium portense,111,Gentianaceae,,,,
Centaurium pulchellum,Centaurium pulchellum,111,Gentianaceae,Lesser Centaury,486,Common,4,36,,,A,1.201777681,1.201777681,1,native,,,,,,,,,,MANAGEMENT DECISION-VV,Y,,Y,Centaurium pulchellum,111,Gentianaceae,,,,
Centaurium tenuiflorum,Centaurium tenuiflorum,111,Gentianaceae,Slender Centaury,5,Very rare,,,40,,A,,,,native,,,,,,,,,,MANAGEMENT DECISION-VV,,,,Centaurium tenuiflorum,111,Gentianaceae,,,,
Cicendia filiformis,Cicendia filiformis,111,Gentianaceae,Yellow Centaury,107,Infrequent,,,26,,A,0.585,0.585,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Cicendia filiformis,111,Gentianaceae,,,,
Exaculum pusillum,Exaculum pusillum,111,Gentianaceae,Guernsey Centaury,1,Very rare,,,20,,A,,,,native,,,,,,,,,,,,,,Exaculum pusillum,111,Gentianaceae,,,,
Gentiana nivalis,Gentiana nivalis,111,Gentianaceae,Alpine Gentian,4,Very rare,,,14,,A,,,,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Gentiana nivalis,111,Gentianaceae,,,,
Gentiana pneumonanthe,Gentiana pneumonanthe,111,Gentianaceae,Marsh Gentian,133,Infrequent,,,26,,P,4.81,7.91,2,native,,,,,,,,Y,Restricted by Agreement-Natural Source-Great Britain,MANAGEMENT DECISION-NV,,,Y,Gentiana pneumonanthe,111,Gentianaceae,,,,
Gentiana verna,Gentiana verna,111,Gentianaceae,Spring Gentian,29,Very rare,,28,,,P,2.77,2.77,1,native,,,,,,,,Y,Unrestricted--;Restricted by Agreement-Natural Source-Switzerland,MANAGEMENT DECISION-NV,,,Y,Gentiana verna,111,Gentianaceae,,,,
Gentianella amarella,Gentianella amarella,111,Gentianaceae,Autumn Gentian,921,Abundant,4,36,,,B,7.85,7.85,1,native,,,,,,,Y,,,MANAGEMENT DECISION-NV,Y,,Y,Gentianella amarella,111,Gentianaceae,,,,
Gentianella anglica,Gentianella anglica,111,Gentianaceae,Early Gentian,111,Infrequent,4,36,,,B,,,,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Gentianella anglica,111,Gentianaceae,,,,
Gentianella campestris,Gentianella campestris,111,Gentianaceae,Field Gentian,1054,Abundant,,,36,,B,0.82,2.565,2,native,,,,,,,Y,,,MANAGEMENT DECISION-NV,,,Y,Gentianella campestris,111,Gentianaceae,1,,,
Gentianella germanica,Gentianella germanica,111,Gentianaceae,Chiltern Gentian,34,Very rare,4,36,,,B,,,,native,,,,,,,,,,MANAGEMENT DECISION-NV,Y,,,Gentianella germanica,111,Gentianaceae,,,,
Gentianopsis ciliata,Gentianella ciliata,111,Gentianaceae,Fringed Gentian,3,Very rare,,,44,,,9.751002402,9.751002402,1,native or alien (inferred),,,,,,,,,,,,,,Gentianopsis ciliata,111,Gentianaceae,,,,
Vinca minor,Vinca minor,112,Apocynaceae,Lesser Periwinkle,1503,Abundant,,46,,,P,,,,archaeophyte,,,,,,,,Y,Unrestricted--,,,,Y,Vinca minor,112,Apocynaceae,,1,,
Aegonychon purpureocaeruleum,Lithospermum purpureocaeruleum,114,Boraginaceae,Purple Gromwell,No info,,,,16,,,,,,native,,,,,,,,,,,,,,Aegonychon purpureocaeruleum,114,Boraginaceae,,,,
Buglossoides arvensis,Lithospermum arvense,114,Boraginaceae,Field Gromwell,622,Common,,40,,,,,,,archaeophyte,,,,,,,,,,MANAGEMENT DECISION-NV,,,Y,Buglossoides arvensis,114,Boraginaceae,,,,
Cynoglossum germanicum,Cynoglossum germanicum,114,Boraginaceae,Green Hound's-tongue,40,Rare,,,24,,P,1.15,1.15,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Cynoglossum germanicum,114,Boraginaceae,,,,
Cynoglossum officinale,Cynoglossum officinale,114,Boraginaceae,Hound's-tongue,781,Abundant,,,24,,P,0.825123931,0.825123931,1,native,,,,,,,,,,MANAGEMENT DECISION-VV,Y,,,Cynoglossum officinale,114,Boraginaceae,,,,
Echium plantagineum,Echium plantagineum,114,Boraginaceae,Purple Viper's-bugloss,89,Infrequent,,,16,,B,,,,archaeophyte,,,,,,,,Y,Unrestricted--,FOR DISTRIBUTION-NV,,,Y,Echium plantagineum,114,Boraginaceae,,,,
Echium vulgare,Echium vulgare,114,Boraginaceae,Viper's-bugloss,1185,Abundant,4,32,,,B,0.92,0.92,1,native,,,,,,,Y,Y,Restricted by Agreement--;Unrestricted--,FOR DISTRIBUTION-VV,Y,,Y,Echium vulgare,114,Boraginaceae,,,,
Lithospermum officinale,Lithospermum officinale,114,Boraginaceae,Common Gromwell,732,Abundant,,28,,,P,0.72,0.72,1,native,,,,,,,,Y,Restricted by Agreement-Natural Source-Great Britain,MANAGEMENT DECISION-NV,Y,,Y,Lithospermum officinale,114,Boraginaceae,,,,
Mertensia maritima,Mertensia maritima,114,Boraginaceae,Oysterplant,249,Common,,24,,,P,0.75,0.75,1,native,,,,,,,Y,,,MANAGEMENT DECISION-VV,,,Y,Mertensia maritima,114,Boraginaceae,1,,,
Myosotis alpestris,Myosotis alpestris,114,Boraginaceae,Alpine Forget-me-not,7,Very rare,4,48,,,P,,,,native,,,,,,,,Y,Restricted by Agreement-Natural Source-Great Britain,MANAGEMENT DECISION-VV,,,Y,Myosotis alpestris,114,Boraginaceae,,,,
Myosotis arvensis,Myosotis arvensis,114,Boraginaceae,Field Forget-me-not,3338,Ubiquitous,,,"36, 48, 52",,A,,,,archaeophyte,,,,,,,,Y,Unrestricted--,FOR DISTRIBUTION-NV,Y,,Y,Myosotis arvensis,114,Boraginaceae,,,,
Myosotis discolor,Myosotis discolor,114,Boraginaceae,Changing Forget-me-not,2866,Ubiquitous,,,"24, 72",,A,0.648398036,0.648398036,1,native,,,,,,,,Y,Restricted by Agreement-Natural Source-Great Britain,FOR DISTRIBUTION-NV,,,Y,Myosotis discolor,114,Boraginaceae,,,,
Myosotis laxa,Myosotis laxa,114,Boraginaceae,Tufted Forget-me-not,3185,Ubiquitous,,,88,,A,1.53,1.53,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,Y,,,Myosotis laxa,114,Boraginaceae,,,,
Myosotis ramosissima,Myosotis ramosissima,114,Boraginaceae,Early Forget-me-not,1242,Abundant,,,48,,A,0.470752716,0.470752716,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,Y,,,Myosotis ramosissima,114,Boraginaceae,,,,
Myosotis scorpioides,Myosotis scorpioides,114,Boraginaceae,Water Forget-me-not,3018,Ubiquitous,,64,,,P,1.4,1.4,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,Y,,,Myosotis scorpioides,114,Boraginaceae,,,,
Myosotis secunda,Myosotis secunda,114,Boraginaceae,Creeping Forget-me-not,2248,Ubiquitous,4,48,,,P,,,,native,,,,,,,,,,FOR DISTRIBUTION-NV,,,,Myosotis secunda,114,Boraginaceae,,,,
Myosotis sicula,Myosotis sicula,114,Boraginaceae,Jersey Forget-me-not,2,Very rare,,,"36, 46",,A,0.46,0.46,1,native,,,,,,,,,,,,,,Myosotis sicula,114,Boraginaceae,,,,
Myosotis stolonifera,Myosotis stolonifera,114,Boraginaceae,Pale Forget-me-not,115,Infrequent,2,24,,,P,,,,native,,,,,,,Y,,,MANAGEMENT DECISION-NV,,,Y,Myosotis stolonifera,114,Boraginaceae,,,,
Myosotis sylvatica,Myosotis sylvatica,114,Boraginaceae,Wood Forget-me-not,1743,Ubiquitous,,18,,,P,0.259050524,0.259050524,1,native,,,,,,,,,,FOR DISTRIBUTION-VV,Y,,,Myosotis sylvatica,114,Boraginaceae,,1,,
Pentaglottis sempervirens,0,114,Boraginaceae,Green Alkanet,1870,Ubiquitous,,22,,,,,,,neophyte,,,,,,,,,,,,,,Pentaglottis sempervirens,114,Boraginaceae,,,,
Pulmonaria longifolia,Pulmonaria longifolia,114,Boraginaceae,Narrow-leaved Lungwort,43,Rare,,,14,,P,1.9,1.9,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Pulmonaria longifolia,114,Boraginaceae,,,,
Pulmonaria obscura,Pulmonaria obscura,114,Boraginaceae,Suffolk Lungwort,1,Very rare,,14,,,P,1.448877678,1.448877678,1,native,,,,,,,,Y,Unrestricted--Germany,MANAGEMENT DECISION-NV,,,Y,Pulmonaria obscura,114,Boraginaceae,,,,
Symphytum officinale,Symphytum officinale,114,Boraginaceae,Common Comfrey,1504,Abundant,"6, 6 (-4), 3","48, 44, 24",,,P,1.943367347,1.943367347,1,native,,,,,,,,Y,Unrestricted--,FOR DISTRIBUTION-NV,Y,,Y,Symphytum officinale,114,Boraginaceae,,,,
Calystegia sepium,Calystegia sepium,115,Convolvulaceae,Hedge Bindweed,3198,Ubiquitous,2,22,,,P,0.627083029,0.627083029,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,Y,,,Calystegia sepium,115,Convolvulaceae,,,,
Calystegia soldanella,Calystegia soldanella,115,Convolvulaceae,Sea Bindweed,366,Common,2,22,,,P,,,,native,,,,,,,,,,FOR DISTRIBUTION-NV,,,Y,Calystegia soldanella,115,Convolvulaceae,,1,,
Convolvulus arvensis,Convolvulus arvensis,115,Convolvulaceae,Field Bindweed,2300,Ubiquitous,,48,,,P,0.665,1.327833218,2,native,,,,,,,,,,FOR DISTRIBUTION-VV,Y,,,Convolvulus arvensis,115,Convolvulaceae,,1,,
Cuscuta epithymum,Cuscuta epithymum,115,Convolvulaceae,Dodder,547,Common,,14,,,A,0.977301286,0.977301286,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,Y,Cuscuta epithymum,115,Convolvulaceae,,,,
Cuscuta europaea,Cuscuta europaea,115,Convolvulaceae,Greater Dodder,136,Infrequent,,,14,,A,1.075,2.6,2,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Cuscuta europaea,115,Convolvulaceae,,,,
Atropa belladonna,Atropa belladonna,116,Solanaceae,Deadly Nightshade,519,Common,6,72,,,P,1.739980388,1.739980388,1,native,,,,York-RCP British Medicinal Plant List Category 2,,,,,,,Y,,Y,Atropa belladonna,116,Solanaceae,,1,,
Hyoscyamus niger,Hyoscyamus niger,116,Solanaceae,Henbane,880,Abundant,2,34,,,B,,,,archaeophyte,,,,York-RCP British Medicinal Plant List Category 1,,,,Y,Unrestricted--;Unrestricted--Palestine,MANAGEMENT DECISION-VV,Y,,Y,Hyoscyamus niger,116,Solanaceae,,1,,
Solanum dulcamara,Solanum dulcamara,116,Solanaceae,Bittersweet,2484,Ubiquitous,2,24,,,P,0.973119895,0.973119895,1,native,,,,,,,,,,FOR DISTRIBUTION-VV,Y,,,Solanum dulcamara,116,Solanaceae,,,,
Solanum nigrum,Solanum nigrum,116,Solanaceae,Black Nightshade,TO BE RESOLVED: PROBABLY SYNONYM MISMATCH,,6,72,,,A,,,,native or alien,,In the list of top 2 arable weeds,,,,,,,,FOR DISTRIBUTION-VV,Y,,,Solanum nigrum,116,Solanaceae,,,,
Fraxinus excelsior,Fraxinus excelsior,117,Oleaceae,Ash,3487,Ubiquitous,2,46,,,P,0.783337457,0.783337457,1,native,,,,,,,Y,Y,Unrestricted--;Unrestricted--Great Britain;Unrestricted-Natural Source-Great Britain;Unrestricted-Natural Source-Iran,FOR DISTRIBUTION-NV,Y,,Y,Fraxinus excelsior,117,Oleaceae,1,,,
Ligustrum vulgare,Ligustrum vulgare,117,Oleaceae,Wild Privet,2767,Ubiquitous,2,46,,,P,1.394565801,1.394565801,1,native,,,,,,,Y,Y,Unrestricted--;Unrestricted-Natural Source-Great Britain,FOR DISTRIBUTION-NV,,,Y,Ligustrum vulgare,117,Oleaceae,,1,,
Chaenorhinum minus,Chaenorhinum minus,120,Veronicaceae,Small Toadflax,1644,Abundant,2,14,,,A,,,,archaeophyte,,,,,,,,Y,Unrestricted-Natural Source-Great Britain,MANAGEMENT DECISION-NV,Y,,Y,Chaenorhinum minus,120,Veronicaceae,,,,
Digitalis purpurea,Digitalis purpurea,120,Veronicaceae,Foxglove,3413,Ubiquitous,2,56,,,B,0.869811176,0.869811176,1,native,,,,York-RCP British Medicinal Plant List Category 1,,,Y,Y,Restricted by Agreement-Natural Source-Spain;Restricted by Agreement--;Unrestricted--;Restricted by Agreement-Natural Source-France,FOR DISTRIBUTION-VV,,,Y,Digitalis purpurea,120,Veronicaceae,1,,,
Kickxia elatine,Kickxia elatine,120,Veronicaceae,Sharp-leaved Fluellen,965,Abundant,4,36,,,A,,,,archaeophyte,,,,,,,,Y,Restricted by Agreement-Natural Source-Great Britain,MANAGEMENT DECISION-NV,Y,,Y,Kickxia elatine,120,Veronicaceae,,,,
Kickxia spuria,Kickxia spuria,120,Veronicaceae,Round-leaved Fluellen,628,Common,2,18,,,A,,,,archaeophyte,,,,,,,,Y,Unrestricted-Natural Source-Great Britain,MANAGEMENT DECISION-NV,Y,,Y,Kickxia spuria,120,Veronicaceae,,,,
Linaria vulgaris,Linaria vulgaris,120,Veronicaceae,Common Toadflax,2082,Ubiquitous,2,12,,,P,0.791439391,0.791439391,1,native,,,,,"focal plant for BJG, nectar spur development work",,Y,Y,Unrestricted--;Restricted-Natural Source-,FOR DISTRIBUTION-VV,Y,,Y,Linaria vulgaris,120,Veronicaceae,1,,,
Misopates orontium,Misopates orontium,120,Veronicaceae,Weasel's-snout,524,Common,2,16,,,A,,,,archaeophyte,,,,,,,,Y,Restricted by Agreement-Natural Source-Great Britain,MANAGEMENT DECISION-NV,,,Y,Misopates orontium,120,Veronicaceae,,,,
Sibthorpia europaea,Sibthorpia europaea,120,Veronicaceae,Cornish Moneywort,134,Infrequent,,18,,,P,,,,native,,,,,,,,,,MANAGEMENT DECISION-VV,,,,Sibthorpia europaea,120,Veronicaceae,,,,
Veronica agrestis,Veronica agrestis,120,Veronicaceae,Green Field-speedwell,1919,Ubiquitous,4,28,,,A,,,,archaeophyte,,,,,,,,,,FOR DISTRIBUTION-VV,Y,,,Veronica agrestis,120,Veronicaceae,,,,
Veronica alpina,Veronica alpina,120,Veronicaceae,Alpine Speedwell,36,Rare,2,18,,,P,,,,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Veronica alpina,120,Veronicaceae,,,,
Veronica anagallis-aquatica,Veronica anagallis-aquatica,120,Veronicaceae,Blue Water-Speedwell,1699,Abundant,4,36,,,A,1.005888277,1.005888277,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,Y,,,Veronica anagallis-aquatica,120,Veronicaceae,,,,
Veronica arvensis,Veronica arvensis,120,Veronicaceae,Wall Speedwell,3424,Ubiquitous,2,16,,,A,0.46,0.46,1,native,,,,,,,,,,FOR DISTRIBUTION-VV,Y,,,Veronica arvensis,120,Veronicaceae,,,,
Veronica beccabunga,Veronica beccabunga,120,Veronicaceae,Brooklime,3259,Ubiquitous,2,18,,,P,0.681783607,0.681783607,1,native,,,,,,,,Y,Restricted by Agreement-Natural Source-Great Britain;Unrestricted--,FOR DISTRIBUTION-NV,Y,,Y,Veronica beccabunga,120,Veronicaceae,,,,
Veronica catenata,Veronica catenata,120,Veronicaceae,Pink Water-Speedwell,1217,Abundant,4,36,,,A,1.044172428,1.044172428,1,native,,,,,,,,Y,Unrestricted-Natural Source-Great Britain,FOR DISTRIBUTION-NV,Y,,Y,Veronica catenata,120,Veronicaceae,,,,
Veronica chamaedrys,Veronica chamaedrys,120,Veronicaceae,Germander Speedwell,3594,Ubiquitous,4,32,,,P,1.552694599,1.552694599,1,native,,,,,,,,,,FOR DISTRIBUTION-VV,Y,,,Veronica chamaedrys,120,Veronicaceae,,,,
Veronica fruticans,Veronica fruticans,120,Veronicaceae,Rock Speedwell,26,Very rare,,,16,,P,,,,native,,,,,,,Y,Y,Unrestricted-Natural Source-Spain;Unrestricted-Natural Source-Italy,MANAGEMENT DECISION-NV,,,Y,Veronica fruticans,120,Veronicaceae,,,,
Veronica hederifolia,Veronica hederifolia,120,Veronicaceae,Ivy-leaved Speedwell,2307,Ubiquitous,6,54,,,A,,,,archaeophyte,,,,,,,,,,FOR DISTRIBUTION-VV,,,,Veronica hederifolia,120,Veronicaceae,,,,
Veronica montana,Veronica montana,120,Veronicaceae,Wood Speedwell,2332,Ubiquitous,2,18,,,P,0.597711125,0.597711125,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,Y,,,Veronica montana,120,Veronicaceae,,,,
Veronica officinalis,Veronica officinalis,120,Veronicaceae,Heath Speedwell,3271,Ubiquitous,4,36,,,P,0.911656977,0.911656977,1,native,,,,,,,,Y,Unrestricted-Natural Source-Great Britain,FOR DISTRIBUTION-VV,Y,,Y,Veronica officinalis,120,Veronicaceae,,,,
Veronica scutellata,Veronica scutellata,120,Veronicaceae,Marsh Speedwell,2449,Ubiquitous,2,18,,,P,0.794919937,0.794919937,1,native,,,,,,,,,,FOR DISTRIBUTION-VV,Y,,,Veronica scutellata,120,Veronicaceae,,,,
Veronica serpyllifolia,Veronica serpyllifolia,120,Veronicaceae,Thyme-leaved Speedwell,3550,Ubiquitous,2,14,,,P,0.392012928,0.392012928,1,native,,,,,,,,Y,Restricted-Natural Source-Great Britain,FOR DISTRIBUTION-VV,Y,,Y,Veronica serpyllifolia,120,Veronicaceae,1,,,
Veronica spicata,Veronica spicata,120,Veronicaceae,Spiked Speedwell,42,Rare,,c.68,"34,68",,P,0.72,1.67,2,native,,,,,,,,Y,Unrestricted-Natural Source-Romania;Unrestricted--;Restricted by Agreement--Great Britain;Restricted--;Unrestricted-Natural Source-Austria;Restricted--Great Britain;Restricted-Natural Source-Great Britain;Unrestricted--Great Britain,MANAGEMENT DECISION-NV,,,Y,Veronica spicata,120,Veronicaceae,,,,
Veronica triphyllos,Veronica triphyllos,120,Veronicaceae,Fingered Speedwell,21,Very rare,,,14,,A,,,,archaeophyte,,,,,,,,,,MANAGEMENT DECISION-VV,,,,Veronica triphyllos,120,Veronicaceae,,,,
Veronica verna,Veronica verna,120,Veronicaceae,Spring Speedwell,6,Very rare,2,16,,,A,0.467207631,0.467207631,1,native,,,,,,,,,,MANAGEMENT DECISION-VV,,,,Veronica verna,120,Veronicaceae,,,,
Callitriche brutia,Callitriche brutia,121,Plantaginaceae,Pedunculate Water-starwort,285,Common,7,28,,,A,2.7,2.7,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,,,Y,Callitriche brutia,121,Plantaginaceae,,,,
Callitriche hermaphroditica,Callitriche hermaphroditica,121,Plantaginaceae,Autumnal Water-starwort,518,Common,2,6,,,P,1.03,1.03,1,native,,,,,,,,,,FOR DISTRIBUTION-VV,,,Y,Callitriche hermaphroditica,121,Plantaginaceae,,1,,
Callitriche obtusangula,Callitriche obtusangula,121,Plantaginaceae,Blunt-fruited Water-starwort,910,Abundant,2,10,,,P,1.865,1.865,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,Y,,,Callitriche obtusangula,121,Plantaginaceae,,,,
Callitriche palustris,Callitriche palustris,121,Plantaginaceae,Narrow-fruited Water-starwort,6,Very rare,,,20,,A,1.551561391,1.551561391,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Callitriche palustris,121,Plantaginaceae,,,,
Callitriche platycarpa,Callitriche platycarpa,121,Plantaginaceae,Various-leaved Water-starwort,1196,Abundant,4,20,,,A,3.09,3.09,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,,,,Callitriche platycarpa,121,Plantaginaceae,,,,
Callitriche stagnalis,Callitriche stagnalis,121,Plantaginaceae,,1927,Ubiquitous,2,10,,,A,2.275,2.275,1,native,,,,,,,,Y,Restricted by Agreement-Natural Source-Great Britain,FOR DISTRIBUTION-VV,,,Y,Callitriche stagnalis,121,Plantaginaceae,,,,
Callitriche truncata,Callitriche truncata,121,Plantaginaceae,Short-leaved Water-starwort,54,Rare,2,6,,,A,1.3,1.3,1,native,,,,,,,,Y,Restricted by Agreement-Natural Source-Great Britain,FOR DISTRIBUTION-VV,,,Y,Callitriche truncata,121,Plantaginaceae,,,,
Hippuris vulgaris,Hippuris vulgaris,121,Plantaginaceae,Mare's-tail,1577,Abundant,,32,,,P,0.597326116,0.597326116,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,Y,,,Hippuris vulgaris,121,Plantaginaceae,,,,
Linaria repens,Linaria repens,121,Plantaginaceae,Pale Toadflax,834,Abundant,2,12,,,P,,,,archaeophyte,,,,,,,,,,FOR DISTRIBUTION-NV,,,,Linaria repens,121,Plantaginaceae,,,,
Littorella uniflora,Littorella uniflora,121,Plantaginaceae,Shoreweed,1671,Abundant,,24,,,P,5.64216215,5.64216215,1,native,,,,,,,,Y,Unrestricted-Natural Source-Great Britain,FOR DISTRIBUTION-VV,,,Y,Littorella uniflora,121,Plantaginaceae,,,,
Plantago coronopus,Plantago coronopus,121,Plantaginaceae,Buck's-horn Plantain,1798,Ubiquitous,2,10,,,B,0.8625,0.8625,1,native,,,,,,,Y,Y,Restricted by Agreement-Natural Source-Great Britain,FOR DISTRIBUTION-VV,,,Y,Plantago coronopus,121,Plantaginaceae,,,,
Plantago lanceolata,Plantago lanceolata,121,Plantaginaceae,Ribwort Plantain,3804,Ubiquitous,2,12,,,P,1.47,1.47,1,native,,,,,Interesting gynodioecious system,,Y,Y,Unrestricted--,FOR DISTRIBUTION-VV,Y,,Y,Plantago lanceolata,121,Plantaginaceae,1,,,Y
Plantago major,Plantago major,121,Plantaginaceae,Greater Plantain,3758,Ubiquitous,2,12,,,P,0.666664851,0.666664851,1,native,,,,,,,,Y,Unrestricted--,FOR DISTRIBUTION-VV,Y,,Y,Plantago major,121,Plantaginaceae,,,,
Plantago maritima,Plantago maritima,121,Plantaginaceae,Sea Plantain,1726,Abundant,2,12,,,P,1.34,1.34,1,native,,,,,,,,Y,Unrestricted-Natural Source-Great Britain,FOR DISTRIBUTION-VV,,,Y,Plantago maritima,121,Plantaginaceae,,,,
Plantago media,Plantago media,121,Plantaginaceae,Hoary Plantain,1350,Abundant,4,24,,,P,2.474004485,2.474004485,1,native,,,,,,,Y,Y,Unrestricted--,MANAGEMENT DECISION-VV,Y,,Y,Plantago media,121,Plantaginaceae,,,,
Buddleja davidii,0,124,Scrophulariaceae,Buddleia,1737,Abundant,,,76,,,,,,neophyte,,,,,,,,Y,Unrestricted-Natural Source-Sichuan;Unrestricted-Natural Source-Guizhou;Unrestricted--,,,,Y,Buddleja davidii,124,Scrophulariaceae,,,,
Limosella aquatica,Limosella aquatica,124,Scrophulariaceae,Mudwort,234,Common,"4, 4, 3","40, 40, 30",,,A,0.634776718,0.634776718,1,native,,,,,,,,,,MANAGEMENT DECISION-VV,,,Y,Limosella aquatica,124,Scrophulariaceae,,1,,
Limosella australis,Limosella australis,124,Scrophulariaceae,Welsh Mudwort,6,Very rare,2,20,,,A,,,,native (inferred),,,,,,,,,,MANAGEMENT DECISION-VV,,,,Limosella australis,124,Scrophulariaceae,,,,
