	gen	sp	fam	family_representative	long_list	other_priority
575	Hyacinthoides	non-scripta	Asparagaceae		DTOL	DTOL
576	Aspergillus	neoflavipes	Aspergillaceae		DTOL	
577	Aspergillus	versicolor	Aspergillaceae		DTOL	
578	Penicillium	chrysogenum	Aspergillaceae		DTOL	
579	Penicillium	aurantiogriseum	Aspergillaceae	DTOL	DTOL	
580	Penicillium	brevicompactum	Aspergillaceae	DTOL	DTOL	
581	Asperspina	brambelli	Asperspinidae	DTOL	DTOL	
582	Asplenium	adiantum-nigrum	Aspleniaceae		DTOL	
583	Asplenium	ceterach	Aspleniaceae		DTOL	
584	Asplenium	marinum	Aspleniaceae		DTOL	
585	Asplenium	obovatum	Aspleniaceae		DTOL	
586	Asplenium	onopteris	Aspleniaceae		DTOL	
587	Asplenium	septentrionale	Aspleniaceae		DTOL	
588	Asplenium	trichomanes	Aspleniaceae		DTOL	
589	Asplenium	scolopendrium	Aspleniaceae	DTOL	DTOL	
590	Asplenium	viride	Aspleniaceae	DTOL	DTOL	
591	Asplenium	ruta-muraria	Aspleniaceae		DTOL	DTOL
593	Assiminea	grayana	Assimineidae	DTOL	DTOL	
594	Paludinella	globularis	Assimineidae	DTOL	DTOL	
595	Astarte	elliptica	Astartidae	DTOL	DTOL	
596	Astarte	montagui	Astartidae	DTOL	DTOL	
597	Astarte	sulcata	Astartidae	DTOL	DTOL	
598	Goodallia	triangularis	Astartidae	DTOL	DTOL	
599	Astasia	pertyi	Astasiaceae	DTOL	DTOL	
600	Distigma	proteus	Astasiaceae	DTOL	DTOL	
602	Asteia	concinna	Asteiidae	DTOL	DTOL	
603	Achillea	maritima	Asteraceae		DTOL	
604	Achillea	millefolium	Asteraceae		DTOL	
605	Antennaria	dioica	Asteraceae		DTOL	
606	Anthemis	arvensis	Asteraceae		DTOL	
607	Anthemis	cotula	Asteraceae		DTOL	
608	Arctium	lappa	Asteraceae		DTOL	
609	Arnoseris	minima	Asteraceae		DTOL	
611	Artemisia	maritima	Asteraceae		DTOL	
612	Artemisia	norvegica	Asteraceae		DTOL	
613	Artemisia	vulgaris	Asteraceae		DTOL	
615	Bidens	cernua	Asteraceae		DTOL	
616	Bidens	tripartita	Asteraceae		DTOL	
617	Carduus	crispus	Asteraceae		DTOL	
618	Carduus	nutans	Asteraceae		DTOL	
619	Carduus	tenuiflorus	Asteraceae		DTOL	
620	Carlina	vulgaris	Asteraceae		DTOL	
621	Centaurea	calcitrapa	Asteraceae		DTOL	
622	Centaurea	cyanus	Asteraceae		DTOL	
623	Centaurea	nigra	Asteraceae		DTOL	
624	Centaurea	scabiosa	Asteraceae		DTOL	
625	Cirsium	acaule	Asteraceae		DTOL	
626	Cirsium	arvense	Asteraceae		DTOL	
627	Cirsium	dissectum	Asteraceae		DTOL	
628	Cirsium	eriophorum	Asteraceae		DTOL	
629	Cirsium	heterophyllum	Asteraceae		DTOL	
630	Cirsium	palustre	Asteraceae		DTOL	
631	Cirsium	tuberosum	Asteraceae		DTOL	
632	Cirsium	vulgare	Asteraceae		DTOL	
633	Crepis	biennis	Asteraceae		DTOL	
634	Crepis	capillaris	Asteraceae		DTOL	
635	Crepis	foetida	Asteraceae		DTOL	
636	Crepis	mollis	Asteraceae		DTOL	
637	Crepis	paludosa	Asteraceae		DTOL	
638	Crepis	praemorsa	Asteraceae		DTOL	
639	Erigeron	acris	Asteraceae		DTOL	
640	Erigeron	borealis	Asteraceae		DTOL	
642	Filago	lutescens	Asteraceae		DTOL	
643	Filago	pyramidata	Asteraceae		DTOL	
644	Galatella	linosyris	Asteraceae		DTOL	
645	Glebionis	segetum	Asteraceae		DTOL	
646	Gnaphalium	uliginosum	Asteraceae		DTOL	
647	Helminthotheca	echioides	Asteraceae		DTOL	
648	Homogyne	alpina	Asteraceae		DTOL	
649	Hypochaeris	glabra	Asteraceae		DTOL	
650	Hypochaeris	maculata	Asteraceae		DTOL	
651	Hypochaeris	radicata	Asteraceae		DTOL	
653	Inula	helenium	Asteraceae		DTOL	
654	Inula	salicina	Asteraceae		DTOL	
655	Jacobaea	aquatica	Asteraceae		DTOL	
656	Jacobaea	erucifolia	Asteraceae		DTOL	
657	Jacobaea	paludosa	Asteraceae		DTOL	
658	Jacobaea	vulgaris	Asteraceae		DTOL	
659	Lactuca	serriola	Asteraceae		DTOL	
660	Lactuca	virosa	Asteraceae		DTOL	
661	Lapsana	communis	Asteraceae		DTOL	
662	Leontodon	hispidus	Asteraceae		DTOL	
663	Leontodon	saxatilis	Asteraceae		DTOL	
664	Leucanthemum	vulgare	Asteraceae		DTOL	
665	Limbarda	crithmoides	Asteraceae		DTOL	
666	Logfia	gallica	Asteraceae		DTOL	
667	Logfia	minima	Asteraceae		DTOL	
668	Matricaria	chamomilla	Asteraceae		DTOL	
669	Omalotheca	norvegica	Asteraceae		DTOL	
670	Omalotheca	supina	Asteraceae		DTOL	
671	Omalotheca	sylvatica	Asteraceae		DTOL	
672	Onopordum	acanthium	Asteraceae		DTOL	
673	Petasites	albus	Asteraceae		DTOL	
674	Petasites	fragrans	Asteraceae		DTOL	
675	Petasites	hybridus	Asteraceae		DTOL	
676	Petasites	japonicus	Asteraceae		DTOL	
677	Picris	hieracioides	Asteraceae		DTOL	
678	Pilosella	officinarum	Asteraceae		DTOL	
679	Pilosella	peleteriana	Asteraceae		DTOL	
680	Pulicaria	vulgaris	Asteraceae		DTOL	
681	Saussurea	alpina	Asteraceae		DTOL	
682	Scorzonera	humilis	Asteraceae		DTOL	
683	Scorzoneroides	autumnalis	Asteraceae		DTOL	
684	Senecio	cambrensis	Asteraceae		DTOL	
685	Senecio	sylvaticus	Asteraceae		DTOL	
686	Senecio	vulgaris	Asteraceae		DTOL	
687	Serratula	tinctoria	Asteraceae		DTOL	
688	Silybum	marianum	Asteraceae		DTOL	
689	Solidago	virgaurea	Asteraceae		DTOL	
690	Sonchus	arvensis	Asteraceae		DTOL	
691	Sonchus	asper	Asteraceae		DTOL	
692	Sonchus	oleraceus	Asteraceae		DTOL	
693	Sonchus	palustris	Asteraceae		DTOL	
694	Tanacetum	parthenium	Asteraceae		DTOL	
695	Tephroseris	palustris	Asteraceae		DTOL	
696	Tragopogon	pratensis	Asteraceae		DTOL	
698	Tripleurospermum	maritimum	Asteraceae		DTOL	
699	Tripolium	pannonicum	Asteraceae		DTOL	
700	Tussilago	farfara	Asteraceae		DTOL	
701	Artemisia	absinthium	Asteraceae	DTOL	DTOL	
702	Bellis	perennis	Asteraceae	DTOL	DTOL	
703	Tanacetum	vulgare	Asteraceae	DTOL	DTOL	
704	Achillea	ptarmica	Asteraceae		DTOL	DTOL
705	Arctium	minus	Asteraceae		DTOL	DTOL
706	Calendula	officinalis	Asteraceae		DTOL	DTOL
707	Chamaemelum	nobile	Asteraceae		DTOL	DTOL
708	Cicerbita	alpina	Asteraceae		DTOL	DTOL
709	Cichorium	intybus	Asteraceae		DTOL	DTOL
710	Eupatorium	cannabinum	Asteraceae		DTOL	DTOL
711	Lactuca	saligna	Asteraceae		DTOL	DTOL
713	Pulicaria	dysenterica	Asteraceae		DTOL	DTOL
714	Lembosina	aulographoides	Asterinaceae		DTOL	
719	Asterodiaspis	quercicola	Asterolecaniidae	DTOL	DTOL	
720	Atelestus	pulicarius	Atelestidae	DTOL	DTOL	
721	Amphinema	byssoides	Atheliaceae		DTOL	
722	Athelia	arachnoidea	Atheliaceae		DTOL	
723	Leptosporomyces	fuscostratus	Atheliaceae		DTOL	
724	Tylospora	asterophora	Atheliaceae		DTOL	
725	Athelia	epiphylla	Atheliaceae	DTOL	DTOL	
726	Atherix	ibis	Athericidae	DTOL	DTOL	
728	Apoderus	coryli	Attelabidae	DTOL	DTOL	
729	Atypus	affinis	Atypidae	DTOL	DTOL	
730	Aulacus	striatus	Aulacidae	DTOL	DTOL	
731	Aulacigaster	leucopeza	Aulacigastridae	DTOL	DTOL	
732	Aulacomnium	androgynum	Aulacomniaceae		DTOL	
733	Aulacomnium	palustre	Aulacomniaceae	DTOL	DTOL	
734	Aulacomnium	turgidum	Aulacomniaceae	DTOL	DTOL	
735	Aulacoseira	granulata	Aulacoseiraceae	DTOL	DTOL	
736	Aulacoseira	ambigua	Aulacoseiraceae	DTOL	DTOL	
738	Aulographum	hederae	Aulographaceae	DTOL	DTOL	
739	Auricularia	auricula-judae	Auriculariaceae		DTOL	
740	Exidia	glandulosa	Auriculariaceae		DTOL	
741	Exidia	nucleata	Auriculariaceae		DTOL	
742	Exidia	thuretiana	Auriculariaceae		DTOL	
743	Auricularia	mesenterica	Auriculariaceae	DTOL	DTOL	
744	Lentinellus	cochleatus	Auriscalpiaceae		DTOL	
745	Lentinellus	flabelliformis	Auriscalpiaceae		DTOL	
746	Lentinellus	ursinus	Auriscalpiaceae		DTOL	
747	Lentinellus	vulpinus	Auriscalpiaceae		DTOL	
748	Auriscalpium	vulgare	Auriscalpiaceae	DTOL	DTOL	
750	Oegoconia	quadripuncta	Autostichidae	DTOL	DTOL	
751	Reboulia	hemisphaerica	Aytoniaceae	DTOL	DTOL	
753	Otodistomum	cestoides	Azygiidae	DTOL	DTOL	
754	Otodistomum	veliporum	Azygiidae	DTOL	DTOL	
755	Nitzschia	epithemoides	Bacillariaceae	DTOL	DTOL	
756	Backusella	lamprospora	Backusellaceae	DTOL	DTOL	
757	Backusella	oblongispora	Backusellaceae	DTOL	DTOL	
758	Baeomyces	placophyllus	Baeomycetaceae		DTOL	
759	Ainoa	mooreana	Baeomycetaceae	DTOL	DTOL	
760	Baeomyces	rufus	Baeomycetaceae	DTOL	DTOL	
761	Cloeon	dipterum	Baetidae	DTOL	DTOL	
762	Balaena	mysticetus	Balaenidae	DTOL	DTOL	
763	Eubalaena	glacialis	Balaenidae	DTOL	DTOL	
764	Balaenoptera	musculus	Balaenopteridae	DTOL	DTOL	
765	Megaptera	novaeangliae	Balaenopteridae	DTOL	DTOL	
766	Balaenoptera	acutorostrata	Balaenopteridae		DTOL	DTOL
767	Balaenoptera	borealis	Balaenopteridae		DTOL	DTOL
768	Balaenoptera	physalus	Balaenopteridae		DTOL	DTOL
769	Impatiens	glandulifera	Balsaminaceae	DTOL	DTOL	
770	Impatiens	noli-tangere	Balsaminaceae		DTOL	DTOL
771	Porphyra	dioica	Bangiaceae	DTOL	DTOL	
772	Porphyra	purpurea	Bangiaceae	DTOL	DTOL	
773	Hydnellum	peckii	Bankeraceae		DTOL	
774	Hydnellum	scrobiculatum	Bankeraceae		DTOL	
775	Bankera	fuligineoalba	Bankeraceae	DTOL	DTOL	
776	Barleeia	unifasciata	Barleeiidae	DTOL	DTOL	
777	Truncatella	angustata	Bartaliniaceae		DTOL	
778	Truncatella	hartigii	Bartaliniaceae		DTOL	
779	Truncatella	laurocerasi	Bartaliniaceae		DTOL	
781	Bartalinia	robillardoides	Bartaliniaceae	DTOL	DTOL	
782	Bartramia	aprica	Bartramiaceae		DTOL	
783	Bartramia	halleriana	Bartramiaceae		DTOL	
784	Bartramia	ithyphylla	Bartramiaceae		DTOL	
785	Bartramia	pomiformis	Bartramiaceae		DTOL	
786	Conostomum	tetragonum	Bartramiaceae		DTOL	
787	Philonotis	caespitosa	Bartramiaceae		DTOL	
788	Philonotis	calcarea	Bartramiaceae		DTOL	
789	Philonotis	capillaris	Bartramiaceae		DTOL	
790	Philonotis	cernua	Bartramiaceae		DTOL	
791	Philonotis	marchica	Bartramiaceae		DTOL	
792	Philonotis	rigida	Bartramiaceae		DTOL	
793	Philonotis	seriata	Bartramiaceae		DTOL	
794	Philonotis	tomentella	Bartramiaceae		DTOL	
795	Plagiopus	oederianus	Bartramiaceae		DTOL	
796	Breutelia	chrysocoma	Bartramiaceae	DTOL	DTOL	
797	Philonotis	fontana	Bartramiaceae	DTOL	DTOL	
798	Basidiobolus	magnus	Basidiobolaceae		DTOL	
799	Basidiobolus	ranarum	Basidiobolaceae	DTOL	DTOL	
801	Batrachedra	praeangusta	Batrachedridae	DTOL	DTOL	
802	Bedellia	somnulentella	Bedelliidae	DTOL	DTOL	
803	Beltrania	querna	Beltraniaceae	DTOL	DTOL	
805	Beraea	pullata	Beraeidae	DTOL	DTOL	
806	Berberis	vulgaris	Berberidaceae	DTOL	DTOL	
808	Bertia	moriformis	Bertiaceae	DTOL	DTOL	
809	Neides	tipularius	Berytidae	DTOL	DTOL	
811	Alnus	incana	Betulaceae		DTOL	
812	Betula	pendula	Betulaceae		DTOL	
813	Betula	pubescens	Betulaceae		DTOL	
814	Carpinus	betulus	Betulaceae		DTOL	
815	Corylus	avellana	Betulaceae		DTOL	
816	Alnus	glutinosa	Betulaceae	DTOL	DTOL	
817	Betula	nana	Betulaceae	DTOL	DTOL	
819	Bibio	marci	Bibionidae	DTOL	DTOL	
821	Hydropisphaera	arenula	Bionectriaceae		DTOL	
822	Nectriopsis	rexiana	Bionectriaceae		DTOL	
823	Nectriopsis	sporangiicola	Bionectriaceae	DTOL	DTOL	
824	Nectriopsis	violacea	Bionectriaceae	DTOL	DTOL	
825	Biphyllus	lunatus	Biphyllidae	DTOL	DTOL	
826	Pentapora	foliacea	Bitectiporidae	DTOL	DTOL	
827	Schizomavella	linearis	Bitectiporidae	DTOL	DTOL	
828	Blasia	pusilla	Blasiaceae	DTOL	DTOL	
829	Blasticotoma	filiceti	Blasticotomidae	DTOL	DTOL	
830	Blastobasis	adustella	Blastobasidae	DTOL	DTOL	
831	Allomyces	arbusculus	Blastocladiaceae		DTOL	
836	Ectobius	panzeri	Blattellidae	DTOL	DTOL	
837	Periplaneta	americana	Blattidae	DTOL	DTOL	
839	Blepharostoma	trichophyllum	Blepharostomataceae		DTOL	
840	Blepharostoma	trichophyllum	Blepharostomataceae	DTOL	DTOL	
841	Conocybe	apala	Bolbitiaceae		DTOL	
843	Conocybe	tenera	Bolbitiaceae		DTOL	
844	Bolbitius	reticulatus	Bolbitiaceae		DTOL	
845	Bolbitius	titubans	Bolbitiaceae	DTOL	DTOL	
846	Conocybe	aporos	Bolbitiaceae	DTOL	DTOL	
847	Bolbocoleon	piliferum	Bolbocoleonaceae	DTOL	DTOL	
850	Leccinum	scabrum	Boletaceae		DTOL	
851	Boletus	edulis	Boletaceae	DTOL	DTOL	
852	Camaropella	lutea	Boliniaceae		DTOL	
853	Camarops	microspora	Boliniaceae		DTOL	
855	Camarops	polysperma	Boliniaceae	DTOL	DTOL	
857	Bolitophila	cinerea	Bolitophilidae	DTOL	DTOL	
858	Bombycilla	garrulus	Bombycillidae	DTOL	DTOL	
859	Bombylius	discolor	Bombyliidae	DTOL	DTOL	
860	Heterobasidion	annosum	Bondarzewiaceae	DTOL	DTOL	
862	Maxmuelleria	lankesteri	Bonelliidae	DTOL	DTOL	
863	Asparagopsis	armata	Bonnemaisoniaceae	DTOL	DTOL	
864	Bonnemaisonia	hamifera	Bonnemaisoniaceae	DTOL	DTOL	
866	Buglossoides	arvensis	Boraginaceae		DTOL	
867	Cynoglossum	germanicum	Boraginaceae		DTOL	
868	Cynoglossum	officinale	Boraginaceae		DTOL	
869	Echium	plantagineum	Boraginaceae		DTOL	
870	Echium	vulgare	Boraginaceae		DTOL	
871	Lithospermum	officinale	Boraginaceae		DTOL	
872	Myosotis	alpestris	Boraginaceae		DTOL	
873	Myosotis	arvensis	Boraginaceae		DTOL	
874	Myosotis	discolor	Boraginaceae		DTOL	
875	Myosotis	laxa	Boraginaceae		DTOL	
876	Myosotis	ramosissima	Boraginaceae		DTOL	
877	Myosotis	scorpioides	Boraginaceae		DTOL	
878	Myosotis	secunda	Boraginaceae		DTOL	
879	Myosotis	sicula	Boraginaceae		DTOL	
880	Myosotis	stolonifera	Boraginaceae		DTOL	
881	Pentaglottis	sempervirens	Boraginaceae		DTOL	
882	Pulmonaria	longifolia	Boraginaceae		DTOL	
883	Pulmonaria	obscura	Boraginaceae		DTOL	
884	Symphytum	officinale	Boraginaceae		DTOL	
885	Mertensia	maritima	Boraginaceae	DTOL	DTOL	
886	Myosotis	sylvatica	Boraginaceae	DTOL	DTOL	
888	Boreus	hyemalis	Boreidae	DTOL	DTOL	
890	Lyctus	brunneus	Bostrichidae	DTOL	DTOL	
891	Anommatus	duodecimstriatus	Bothrideridae	DTOL	DTOL	
892	Botrydiopsis	arhiza	Botrydiopsidaceae	DTOL	DTOL	
893	Botryobasidium	aureum	Botryobasidiaceae		DTOL	
894	Botryobasidium	candicans	Botryobasidiaceae		DTOL	
896	Botryobasidium	vagum	Botryobasidiaceae		DTOL	
897	Botryobasidium	subcoronatum	Botryobasidiaceae	DTOL	DTOL	
899	Botryosphaeria	quercuum	Botryosphaeriaceae		DTOL	
902	Botryosphaeria	dothidea	Botryosphaeriaceae	DTOL	DTOL	
903	Bos	taurus	Bovidae		DTOL	
904	Ovis	aries	Bovidae		DTOL	
905	Bison	bison	Bovidae	DTOL	DTOL	
906	Dicellomyces	scirpi	Brachybasidiaceae	DTOL	DTOL	
907	Brachycentrus	subnubilus	Brachycentridae	DTOL	DTOL	
908	Brachytheciastrum	trachypodium	Brachytheciaceae		DTOL	
909	Brachytheciastrum	velutinum	Brachytheciaceae		DTOL	
910	Brachythecium	albicans	Brachytheciaceae		DTOL	
911	Brachythecium	cirrosum	Brachytheciaceae		DTOL	
912	Brachythecium	erythrorrhizon	Brachytheciaceae		DTOL	
913	Brachythecium	glareosum	Brachytheciaceae		DTOL	
914	Brachythecium	mildeanum	Brachytheciaceae		DTOL	
915	Brachythecium	rivulare	Brachytheciaceae		DTOL	
916	Brachythecium	rutabulum	Brachytheciaceae		DTOL	
917	Brachythecium	salebrosum	Brachytheciaceae		DTOL	
918	Cirriphyllum	crassinervium	Brachytheciaceae		DTOL	
919	Cirriphyllum	piliferum	Brachytheciaceae		DTOL	
920	Eurhynchiastrum	diversifolium	Brachytheciaceae		DTOL	
921	Eurhynchium	striatum	Brachytheciaceae		DTOL	
923	Microeurhynchium	pumilum	Brachytheciaceae		DTOL	
924	Oxyrrhynchium	hians	Brachytheciaceae		DTOL	
925	Oxyrrhynchium	schleicheri	Brachytheciaceae		DTOL	
926	Oxyrrhynchium	speciosum	Brachytheciaceae		DTOL	
927	Plasteurhynchium	meridionale	Brachytheciaceae		DTOL	
928	Plasteurhynchium	striatulum	Brachytheciaceae		DTOL	
929	Pseudoscleropodium	purum	Brachytheciaceae		DTOL	
930	Rhynchostegiella	curviseta	Brachytheciaceae		DTOL	
931	Rhynchostegiella	litorea	Brachytheciaceae		DTOL	
932	Rhynchostegiella	tenella	Brachytheciaceae		DTOL	
933	Rhynchostegiella	teneriffae	Brachytheciaceae		DTOL	
934	Rhynchostegium	alopecuroides	Brachytheciaceae		DTOL	
935	Rhynchostegium	confertum	Brachytheciaceae		DTOL	
936	Rhynchostegium	megapolitanum	Brachytheciaceae		DTOL	
937	Rhynchostegium	murale	Brachytheciaceae		DTOL	
938	Rhynchostegium	riparioides	Brachytheciaceae		DTOL	
939	Rhynchostegium	rotundifolium	Brachytheciaceae		DTOL	
940	Sciuro-hypnum	glaciale	Brachytheciaceae		DTOL	
941	Sciuro-hypnum	plumosum	Brachytheciaceae		DTOL	
942	Sciuro-hypnum	populeum	Brachytheciaceae		DTOL	
943	Sciuro-hypnum	reflexum	Brachytheciaceae		DTOL	
944	Sciuro-hypnum	starkei	Brachytheciaceae		DTOL	
945	Scleropodium	cespitans	Brachytheciaceae		DTOL	
946	Scleropodium	touretii	Brachytheciaceae		DTOL	
947	Scorpiurium	circinatum	Brachytheciaceae		DTOL	
948	Homalothecium	sericeum	Brachytheciaceae	DTOL	DTOL	
949	Kindbergia	praelonga	Brachytheciaceae	DTOL	DTOL	
950	Aleiodes	alternator	Braconidae	DTOL	DTOL	
951	Branchiostoma	lanceolatum	Branchiostomatidae	DTOL	DTOL	
952	Alliaria	petiolata	Brassicaceae		DTOL	
954	Arabis	alpina	Brassicaceae		DTOL	
955	Arabis	hirsuta	Brassicaceae		DTOL	
956	Arabis	scabra	Brassicaceae		DTOL	
957	Armoracia	rusticana	Brassicaceae		DTOL	
958	Barbarea	vulgaris	Brassicaceae		DTOL	
959	Brassica	nigra	Brassicaceae		DTOL	
960	Brassica	rapa	Brassicaceae		DTOL	
961	Camelina	sativa	Brassicaceae		DTOL	
962	Capsella	bursa-pastoris	Brassicaceae		DTOL	
963	Cardamine	amara	Brassicaceae		DTOL	
964	Cardamine	bulbifera	Brassicaceae		DTOL	
965	Cardamine	flexuosa	Brassicaceae		DTOL	
966	Cardamine	hirsuta	Brassicaceae		DTOL	
967	Cardamine	impatiens	Brassicaceae		DTOL	
968	Cardamine	pratensis	Brassicaceae		DTOL	
969	Cardamine	raphanifolia	Brassicaceae		DTOL	
970	Cochlearia	anglica	Brassicaceae		DTOL	
971	Cochlearia	danica	Brassicaceae		DTOL	
972	Cochlearia	micacea	Brassicaceae		DTOL	
973	Cochlearia	officinalis	Brassicaceae		DTOL	
974	Cochlearia	pyrenaica	Brassicaceae		DTOL	
975	Crambe	maritima	Brassicaceae		DTOL	
976	Descurainia	sophia	Brassicaceae		DTOL	
977	Diplotaxis	tenuifolia	Brassicaceae		DTOL	
978	Draba	aizoides	Brassicaceae		DTOL	
979	Draba	incana	Brassicaceae		DTOL	
980	Draba	norvegica	Brassicaceae		DTOL	
981	Drabella	muralis	Brassicaceae		DTOL	
985	Erysimum	cheiranthoides	Brassicaceae		DTOL	
986	Erysimum	cheiri	Brassicaceae		DTOL	
987	Hornungia	petraea	Brassicaceae		DTOL	
988	Iberis	amara	Brassicaceae		DTOL	
989	Isatis	tinctoria	Brassicaceae		DTOL	
990	Lepidium	campestre	Brassicaceae		DTOL	
991	Lepidium	coronopus	Brassicaceae		DTOL	
992	Lepidium	heterophyllum	Brassicaceae		DTOL	
993	Lepidium	latifolium	Brassicaceae		DTOL	
994	Lepidium	ruderale	Brassicaceae		DTOL	
995	Matthiola	sinuata	Brassicaceae		DTOL	
996	Microthlaspi	perfoliatum	Brassicaceae		DTOL	
997	Nasturtium	microphyllum	Brassicaceae		DTOL	
998	Nasturtium	officinale	Brassicaceae		DTOL	
999	Noccaea	caerulescens	Brassicaceae		DTOL	
1000	Rorippa	amphibia	Brassicaceae		DTOL	
1001	Rorippa	islandica	Brassicaceae		DTOL	
1002	Rorippa	palustris	Brassicaceae		DTOL	
1003	Rorippa	sylvestris	Brassicaceae		DTOL	
1004	Sinapis	alba	Brassicaceae		DTOL	
1005	Sinapis	arvensis	Brassicaceae		DTOL	
1006	Sisymbrium	officinale	Brassicaceae		DTOL	
1007	Subularia	aquatica	Brassicaceae		DTOL	
1008	Teesdalia	nudicaulis	Brassicaceae		DTOL	
1009	Thlaspi	arvense	Brassicaceae		DTOL	
1011	Turritis	glabra	Brassicaceae		DTOL	
1012	Brassica	oleracea	Brassicaceae	DTOL	DTOL	
1013	Cakile	maritima	Brassicaceae	DTOL	DTOL	
1014	Arabidopsis	thaliana	Brassicaceae		DTOL	DTOL
1015	Coincya	wrightii	Brassicaceae		DTOL	DTOL
1016	Braula	coeca	Braulidae	DTOL	DTOL	
1017	Brigantiaea	fuscolutea	Brigantiaeaceae	DTOL	DTOL	
1018	Trematodon	ambiguus	Bruchiaceae		DTOL	
1019	Bruchia	vogesiaca	Bruchiaceae	DTOL	DTOL	
1024	Bryum	argenteum	Bryaceae		DTOL	
1027	Bryum	calophyllum	Bryaceae		DTOL	
1028	Bryum	canariense	Bryaceae		DTOL	
1030	Bryum	concinnatum	Bryaceae		DTOL	
1031	Bryum	creberrimum	Bryaceae		DTOL	
1035	Bryum	dixonii	Bryaceae		DTOL	
1037	Bryum	dyffrynense	Bryaceae		DTOL	
1042	Bryum	intermedium	Bryaceae		DTOL	
1044	Bryum	knowltonii	Bryaceae		DTOL	
1045	Bryum	kunzei	Bryaceae		DTOL	
1046	Bryum	marratii	Bryaceae		DTOL	
1048	Bryum	moravicum	Bryaceae		DTOL	
1052	Bryum	pseudotriquetrum	Bryaceae		DTOL	
1053	Bryum	pseudotriquetrum	Bryaceae		DTOL	
1055	Bryum	riparium	Bryaceae		DTOL	
1058	Bryum	salinum	Bryaceae		DTOL	
1059	Bryum	sauteri	Bryaceae		DTOL	
1060	Bryum	schleicheri	Bryaceae		DTOL	
1062	Bryum	tenuisetum	Bryaceae		DTOL	
1063	Bryum	torquescens	Bryaceae		DTOL	
1066	Bryum	valparaisense	Bryaceae		DTOL	
1068	Bryum	warneum	Bryaceae		DTOL	
1069	Bryum	weigelii	Bryaceae		DTOL	
1071	Rhodobryum	roseum	Bryaceae		DTOL	
1074	Palmiskenea	skenei	Bryocryptellidae	DTOL	DTOL	
1075	Porella	compressa	Bryocryptellidae	DTOL	DTOL	
1076	Bryoglossum	gracile	Bryoglossaceae	DTOL	DTOL	
1077	Bryopsis	hypnoides	Bryopsidaceae	DTOL	DTOL	
1078	Bryopsis	plumosa	Bryopsidaceae	DTOL	DTOL	
1079	Buccinum	undatum	Buccinidae	DTOL	DTOL	
1080	Neptunea	antiqua	Buccinidae	DTOL	DTOL	
1081	Bucculatrix	thoracella	Bucculatricidae	DTOL	DTOL	
1082	Bufo	bufo	Bufonidae	DTOL	DTOL	
1083	Epidalea	calamita	Bufonidae	DTOL	DTOL	
1084	Bicellariella	ciliata	Bugulidae	DTOL	DTOL	
1085	Crisularia	plumosa	Bugulidae	DTOL	DTOL	
1088	Hannaella	luteola	Bulleribasidiaceae	DTOL	DTOL	
1089	Agrilus	biguttatus	Buprestidae	DTOL	DTOL	
1090	Burhinus	oedicnemus	Burhinidae	DTOL	DTOL	
1091	Butomus	umbellatus	Butomaceae	DTOL	DTOL	
1092	Buxus	sempervirens	Buxaceae	DTOL	DTOL	
1093	Buxbaumia	aphylla	Buxbaumiaceae	DTOL	DTOL	
1094	Buxbaumia	viridis	Buxbaumiaceae	DTOL	DTOL	
1095	Byrrhus	pilula	Byrrhidae	DTOL	DTOL	
1096	Fellhaneropsis	vezdae	Byssolomataceae		DTOL	
1097	Micarea	denigrata	Byssolomataceae		DTOL	
1098	Micarea	prasina	Byssolomataceae		DTOL	
1099	Fellhanera	bouteillei	Byssolomataceae	DTOL	DTOL	
1100	Leimonis	erratica	Byssolomataceae	DTOL	DTOL	
1101	Byturus	tomentosus	Byturidae	DTOL	DTOL	
1102	Cabomba	caroliniana	Cabombaceae	DTOL	DTOL	
1105	Caecum	glabrum	Caecidae	DTOL	DTOL	
1106	Caecum	trachea	Caecidae	DTOL	DTOL	
1107	Caecilius	fuscopterus	Caeciliusidae	DTOL	DTOL	
1108	Caenis	horaria	Caenidae	DTOL	DTOL	
1109	Arecophila	muroiana	Cainiaceae		DTOL	
1110	Cainia	graminis	Cainiaceae	DTOL	DTOL	
1113	Calcarisporiella	thermophila	Calcarisporiellaceae	DTOL	DTOL	
1114	Amandinea	punctata	Caliciaceae		DTOL	
1115	Buellia	aethalea	Caliciaceae		DTOL	
1116	Buellia	ocellata	Caliciaceae		DTOL	
1117	Diplotomma	alboatrum	Caliciaceae		DTOL	
1118	Calicium	viride	Caliciaceae	DTOL	DTOL	
1119	Calliergon	cordifolium	Calliergonaceae		DTOL	
1120	Calliergon	giganteum	Calliergonaceae		DTOL	
1121	Straminergon	stramineum	Calliergonaceae		DTOL	
1122	Warnstorfia	fluitans	Calliergonaceae		DTOL	
1123	Sarmentypnum	exannulatum	Calliergonaceae	DTOL	DTOL	
1124	Sarmentypnum	sarmentosum	Calliergonaceae	DTOL	DTOL	
1126	Calliostoma	granulatum	Calliostomatidae	DTOL	DTOL	
1127	Calliostoma	zizyphinum	Calliostomatidae	DTOL	DTOL	
1128	Callipallene	brevirostris	Callipallenidae	DTOL	DTOL	
1130	Calliphora	vicina	Calliphoridae	DTOL	DTOL	
1131	Callithamnion	tetragonum	Callithamniaceae	DTOL	DTOL	
